date,total_cases,date_parsed,day,month,year
3/27/2005,20,2005-03-27,27,3,2005
3/28/2005,147,2005-03-28,28,3,2005
3/29/2005,107,2005-03-29,29,3,2005
3/30/2005,117,2005-03-30,30,3,2005
3/31/2005,123,2005-03-31,31,3,2005
4/1/2005,144,2005-04-01,1,4,2005
4/2/2005,16,2005-04-02,2,4,2005
4/3/2005,20,2005-04-03,3,4,2005
4/4/2005,172,2005-04-04,4,4,2005
4/5/2005,133,2005-04-05,5,4,2005
4/6/2005,127,2005-04-06,6,4,2005
4/7/2005,140,2005-04-07,7,4,2005
4/8/2005,138,2005-04-08,8,4,2005
4/9/2005,22,2005-04-09,9,4,2005
4/10/2005,22,2005-04-10,10,4,2005
4/11/2005,155,2005-04-11,11,4,2005
4/12/2005,159,2005-04-12,12,4,2005
4/13/2005,143,2005-04-13,13,4,2005
4/14/2005,144,2005-04-14,14,4,2005
4/15/2005,143,2005-04-15,15,4,2005
4/16/2005,13,2005-04-16,16,4,2005
4/17/2005,12,2005-04-17,17,4,2005
4/18/2005,192,2005-04-18,18,4,2005
4/19/2005,179,2005-04-19,19,4,2005
4/20/2005,169,2005-04-20,20,4,2005
4/21/2005,29,2005-04-21,21,4,2005
4/22/2005,71,2005-04-22,22,4,2005
4/23/2005,19,2005-04-23,23,4,2005
4/24/2005,29,2005-04-24,24,4,2005
4/25/2005,205,2005-04-25,25,4,2005
4/26/2005,162,2005-04-26,26,4,2005
4/27/2005,162,2005-04-27,27,4,2005
4/28/2005,131,2005-04-28,28,4,2005
4/29/2005,155,2005-04-29,29,4,2005
4/30/2005,23,2005-04-30,30,4,2005
5/1/2005,19,2005-05-01,1,5,2005
5/2/2005,181,2005-05-02,2,5,2005
5/3/2005,152,2005-05-03,3,5,2005
5/4/2005,193,2005-05-04,4,5,2005
5/5/2005,137,2005-05-05,5,5,2005
5/6/2005,133,2005-05-06,6,5,2005
5/7/2005,18,2005-05-07,7,5,2005
5/8/2005,22,2005-05-08,8,5,2005
5/9/2005,186,2005-05-09,9,5,2005
5/10/2005,149,2005-05-10,10,5,2005
5/11/2005,137,2005-05-11,11,5,2005
5/12/2005,142,2005-05-12,12,5,2005
5/13/2005,144,2005-05-13,13,5,2005
5/14/2005,23,2005-05-14,14,5,2005
5/15/2005,22,2005-05-15,15,5,2005
5/16/2005,199,2005-05-16,16,5,2005
5/17/2005,161,2005-05-17,17,5,2005
5/18/2005,134,2005-05-18,18,5,2005
5/19/2005,142,2005-05-19,19,5,2005
5/20/2005,123,2005-05-20,20,5,2005
5/21/2005,20,2005-05-21,21,5,2005
5/22/2005,15,2005-05-22,22,5,2005
5/23/2005,182,2005-05-23,23,5,2005
5/24/2005,167,2005-05-24,24,5,2005
5/25/2005,108,2005-05-25,25,5,2005
5/26/2005,19,2005-05-26,26,5,2005
5/27/2005,37,2005-05-27,27,5,2005
5/28/2005,21,2005-05-28,28,5,2005
5/29/2005,6,2005-05-29,29,5,2005
5/30/2005,258,2005-05-30,30,5,2005
5/31/2005,140,2005-05-31,31,5,2005
6/1/2005,159,2005-06-01,1,6,2005
6/2/2005,143,2005-06-02,2,6,2005
6/3/2005,120,2005-06-03,3,6,2005
6/4/2005,11,2005-06-04,4,6,2005
6/5/2005,17,2005-06-05,5,6,2005
6/6/2005,157,2005-06-06,6,6,2005
6/7/2005,134,2005-06-07,7,6,2005
6/8/2005,96,2005-06-08,8,6,2005
6/9/2005,137,2005-06-09,9,6,2005
6/10/2005,120,2005-06-10,10,6,2005
6/11/2005,15,2005-06-11,11,6,2005
6/12/2005,11,2005-06-12,12,6,2005
6/13/2005,160,2005-06-13,13,6,2005
6/14/2005,103,2005-06-14,14,6,2005
6/15/2005,99,2005-06-15,15,6,2005
6/16/2005,113,2005-06-16,16,6,2005
6/17/2005,111,2005-06-17,17,6,2005
6/18/2005,12,2005-06-18,18,6,2005
6/19/2005,10,2005-06-19,19,6,2005
6/20/2005,169,2005-06-20,20,6,2005
6/21/2005,97,2005-06-21,21,6,2005
6/22/2005,120,2005-06-22,22,6,2005
6/23/2005,81,2005-06-23,23,6,2005
6/24/2005,95,2005-06-24,24,6,2005
6/25/2005,8,2005-06-25,25,6,2005
6/26/2005,13,2005-06-26,26,6,2005
6/27/2005,126,2005-06-27,27,6,2005
6/28/2005,101,2005-06-28,28,6,2005
6/29/2005,93,2005-06-29,29,6,2005
6/30/2005,75,2005-06-30,30,6,2005
7/1/2005,92,2005-07-01,1,7,2005
7/2/2005,9,2005-07-02,2,7,2005
7/3/2005,9,2005-07-03,3,7,2005
7/4/2005,99,2005-07-04,4,7,2005
7/5/2005,93,2005-07-05,5,7,2005
7/6/2005,69,2005-07-06,6,7,2005
7/7/2005,58,2005-07-07,7,7,2005
7/8/2005,62,2005-07-08,8,7,2005
7/9/2005,3,2005-07-09,9,7,2005
7/10/2005,14,2005-07-10,10,7,2005
7/11/2005,84,2005-07-11,11,7,2005
7/12/2005,79,2005-07-12,12,7,2005
7/13/2005,69,2005-07-13,13,7,2005
7/14/2005,80,2005-07-14,14,7,2005
7/15/2005,62,2005-07-15,15,7,2005
7/16/2005,6,2005-07-16,16,7,2005
7/17/2005,7,2005-07-17,17,7,2005
7/18/2005,53,2005-07-18,18,7,2005
7/19/2005,52,2005-07-19,19,7,2005
7/20/2005,41,2005-07-20,20,7,2005
7/21/2005,55,2005-07-21,21,7,2005
7/22/2005,47,2005-07-22,22,7,2005
7/23/2005,3,2005-07-23,23,7,2005
7/24/2005,4,2005-07-24,24,7,2005
7/25/2005,53,2005-07-25,25,7,2005
7/26/2005,38,2005-07-26,26,7,2005
7/27/2005,45,2005-07-27,27,7,2005
7/28/2005,54,2005-07-28,28,7,2005
7/29/2005,65,2005-07-29,29,7,2005
7/30/2005,7,2005-07-30,30,7,2005
7/31/2005,6,2005-07-31,31,7,2005
8/1/2005,56,2005-08-01,1,8,2005
8/2/2005,47,2005-08-02,2,8,2005
8/3/2005,55,2005-08-03,3,8,2005
8/4/2005,54,2005-08-04,4,8,2005
8/5/2005,42,2005-08-05,5,8,2005
8/6/2005,5,2005-08-06,6,8,2005
8/7/2005,4,2005-08-07,7,8,2005
8/8/2005,60,2005-08-08,8,8,2005
8/9/2005,29,2005-08-09,9,8,2005
8/10/2005,45,2005-08-10,10,8,2005
8/11/2005,40,2005-08-11,11,8,2005
8/12/2005,24,2005-08-12,12,8,2005
8/13/2005,8,2005-08-13,13,8,2005
8/14/2005,3,2005-08-14,14,8,2005
8/15/2005,47,2005-08-15,15,8,2005
8/16/2005,46,2005-08-16,16,8,2005
8/17/2005,41,2005-08-17,17,8,2005
8/18/2005,53,2005-08-18,18,8,2005
8/19/2005,28,2005-08-19,19,8,2005
8/20/2005,5,2005-08-20,20,8,2005
8/21/2005,8,2005-08-21,21,8,2005
8/22/2005,48,2005-08-22,22,8,2005
8/23/2005,35,2005-08-23,23,8,2005
8/24/2005,27,2005-08-24,24,8,2005
8/25/2005,41,2005-08-25,25,8,2005
8/26/2005,26,2005-08-26,26,8,2005
8/27/2005,3,2005-08-27,27,8,2005
8/28/2005,3,2005-08-28,28,8,2005
8/29/2005,46,2005-08-29,29,8,2005
8/30/2005,42,2005-08-30,30,8,2005
8/31/2005,42,2005-08-31,31,8,2005
9/1/2005,34,2005-09-01,1,9,2005
9/2/2005,26,2005-09-02,2,9,2005
9/3/2005,2,2005-09-03,3,9,2005
9/4/2005,3,2005-09-04,4,9,2005
9/5/2005,34,2005-09-05,5,9,2005
9/6/2005,34,2005-09-06,6,9,2005
9/8/2005,32,2005-09-08,8,9,2005
9/9/2005,23,2005-09-09,9,9,2005
9/10/2005,7,2005-09-10,10,9,2005
9/11/2005,4,2005-09-11,11,9,2005
9/12/2005,35,2005-09-12,12,9,2005
9/13/2005,38,2005-09-13,13,9,2005
9/14/2005,25,2005-09-14,14,9,2005
9/15/2005,37,2005-09-15,15,9,2005
9/16/2005,29,2005-09-16,16,9,2005
9/17/2005,4,2005-09-17,17,9,2005
9/18/2005,3,2005-09-18,18,9,2005
9/19/2005,36,2005-09-19,19,9,2005
9/20/2005,40,2005-09-20,20,9,2005
9/21/2005,39,2005-09-21,21,9,2005
9/22/2005,42,2005-09-22,22,9,2005
9/23/2005,22,2005-09-23,23,9,2005
9/24/2005,5,2005-09-24,24,9,2005
9/26/2005,39,2005-09-26,26,9,2005
9/27/2005,19,2005-09-27,27,9,2005
9/28/2005,28,2005-09-28,28,9,2005
9/29/2005,21,2005-09-29,29,9,2005
9/30/2005,24,2005-09-30,30,9,2005
10/1/2005,5,2005-10-01,1,10,2005
10/2/2005,4,2005-10-02,2,10,2005
10/3/2005,28,2005-10-03,3,10,2005
10/4/2005,35,2005-10-04,4,10,2005
10/5/2005,37,2005-10-05,5,10,2005
10/6/2005,23,2005-10-06,6,10,2005
10/7/2005,24,2005-10-07,7,10,2005
10/8/2005,4,2005-10-08,8,10,2005
10/10/2005,42,2005-10-10,10,10,2005
10/11/2005,36,2005-10-11,11,10,2005
10/12/2005,2,2005-10-12,12,10,2005
10/13/2005,21,2005-10-13,13,10,2005
10/14/2005,35,2005-10-14,14,10,2005
10/15/2005,4,2005-10-15,15,10,2005
10/16/2005,2,2005-10-16,16,10,2005
10/17/2005,51,2005-10-17,17,10,2005
10/18/2005,43,2005-10-18,18,10,2005
10/19/2005,25,2005-10-19,19,10,2005
10/20/2005,31,2005-10-20,20,10,2005
10/21/2005,37,2005-10-21,21,10,2005
10/22/2005,2,2005-10-22,22,10,2005
10/23/2005,1,2005-10-23,23,10,2005
10/24/2005,41,2005-10-24,24,10,2005
10/25/2005,37,2005-10-25,25,10,2005
10/26/2005,47,2005-10-26,26,10,2005
10/27/2005,37,2005-10-27,27,10,2005
10/28/2005,14,2005-10-28,28,10,2005
10/29/2005,5,2005-10-29,29,10,2005
10/30/2005,5,2005-10-30,30,10,2005
10/31/2005,35,2005-10-31,31,10,2005
11/1/2005,20,2005-11-01,1,11,2005
11/2/2005,3,2005-11-02,2,11,2005
11/3/2005,44,2005-11-03,3,11,2005
11/4/2005,43,2005-11-04,4,11,2005
11/5/2005,5,2005-11-05,5,11,2005
11/6/2005,1,2005-11-06,6,11,2005
11/7/2005,53,2005-11-07,7,11,2005
11/8/2005,42,2005-11-08,8,11,2005
11/9/2005,47,2005-11-09,9,11,2005
11/10/2005,38,2005-11-10,10,11,2005
11/11/2005,32,2005-11-11,11,11,2005
11/12/2005,10,2005-11-12,12,11,2005
11/13/2005,1,2005-11-13,13,11,2005
11/14/2005,23,2005-11-14,14,11,2005
11/15/2005,6,2005-11-15,15,11,2005
11/16/2005,66,2005-11-16,16,11,2005
11/17/2005,46,2005-11-17,17,11,2005
11/18/2005,52,2005-11-18,18,11,2005
11/19/2005,8,2005-11-19,19,11,2005
11/20/2005,6,2005-11-20,20,11,2005
11/21/2005,83,2005-11-21,21,11,2005
11/22/2005,52,2005-11-22,22,11,2005
11/23/2005,56,2005-11-23,23,11,2005
11/24/2005,59,2005-11-24,24,11,2005
11/25/2005,50,2005-11-25,25,11,2005
11/26/2005,5,2005-11-26,26,11,2005
11/27/2005,2,2005-11-27,27,11,2005
11/28/2005,57,2005-11-28,28,11,2005
11/29/2005,56,2005-11-29,29,11,2005
11/30/2005,39,2005-11-30,30,11,2005
12/1/2005,45,2005-12-01,1,12,2005
12/2/2005,28,2005-12-02,2,12,2005
12/3/2005,4,2005-12-03,3,12,2005
12/4/2005,5,2005-12-04,4,12,2005
12/5/2005,51,2005-12-05,5,12,2005
12/6/2005,62,2005-12-06,6,12,2005
12/7/2005,54,2005-12-07,7,12,2005
12/8/2005,52,2005-12-08,8,12,2005
12/9/2005,41,2005-12-09,9,12,2005
12/10/2005,14,2005-12-10,10,12,2005
12/11/2005,11,2005-12-11,11,12,2005
12/12/2005,84,2005-12-12,12,12,2005
12/13/2005,62,2005-12-13,13,12,2005
12/14/2005,50,2005-12-14,14,12,2005
12/15/2005,53,2005-12-15,15,12,2005
12/16/2005,48,2005-12-16,16,12,2005
12/17/2005,6,2005-12-17,17,12,2005
12/18/2005,10,2005-12-18,18,12,2005
12/19/2005,66,2005-12-19,19,12,2005
12/20/2005,51,2005-12-20,20,12,2005
12/21/2005,46,2005-12-21,21,12,2005
12/22/2005,54,2005-12-22,22,12,2005
12/23/2005,25,2005-12-23,23,12,2005
12/24/2005,7,2005-12-24,24,12,2005
12/25/2005,2,2005-12-25,25,12,2005
12/26/2005,67,2005-12-26,26,12,2005
12/27/2005,55,2005-12-27,27,12,2005
12/28/2005,52,2005-12-28,28,12,2005
12/29/2005,52,2005-12-29,29,12,2005
12/30/2005,23,2005-12-30,30,12,2005
12/31/2005,10,2005-12-31,31,12,2005
1/1/2006,7,2006-01-01,1,1,2006
1/2/2006,61,2006-01-02,2,1,2006
1/3/2006,92,2006-01-03,3,1,2006
1/4/2006,90,2006-01-04,4,1,2006
1/5/2006,98,2006-01-05,5,1,2006
1/6/2006,88,2006-01-06,6,1,2006
1/7/2006,15,2006-01-07,7,1,2006
1/8/2006,15,2006-01-08,8,1,2006
1/9/2006,131,2006-01-09,9,1,2006
1/10/2006,117,2006-01-10,10,1,2006
1/11/2006,135,2006-01-11,11,1,2006
1/12/2006,104,2006-01-12,12,1,2006
1/13/2006,145,2006-01-13,13,1,2006
1/14/2006,27,2006-01-14,14,1,2006
1/15/2006,27,2006-01-15,15,1,2006
1/16/2006,213,2006-01-16,16,1,2006
1/17/2006,119,2006-01-17,17,1,2006
1/18/2006,179,2006-01-18,18,1,2006
1/19/2006,190,2006-01-19,19,1,2006
1/20/2006,159,2006-01-20,20,1,2006
1/21/2006,33,2006-01-21,21,1,2006
1/22/2006,32,2006-01-22,22,1,2006
1/23/2006,275,2006-01-23,23,1,2006
1/24/2006,199,2006-01-24,24,1,2006
1/25/2006,200,2006-01-25,25,1,2006
1/26/2006,249,2006-01-26,26,1,2006
1/27/2006,231,2006-01-27,27,1,2006
1/28/2006,38,2006-01-28,28,1,2006
1/29/2006,35,2006-01-29,29,1,2006
1/30/2006,294,2006-01-30,30,1,2006
1/31/2006,270,2006-01-31,31,1,2006
2/1/2006,270,2006-02-01,1,2,2006
2/2/2006,273,2006-02-02,2,2,2006
2/3/2006,264,2006-02-03,3,2,2006
2/4/2006,57,2006-02-04,4,2,2006
2/5/2006,57,2006-02-05,5,2,2006
2/6/2006,375,2006-02-06,6,2,2006
2/7/2006,300,2006-02-07,7,2,2006
2/8/2006,329,2006-02-08,8,2,2006
2/9/2006,310,2006-02-09,9,2,2006
2/10/2006,311,2006-02-10,10,2,2006
2/11/2006,54,2006-02-11,11,2,2006
2/12/2006,51,2006-02-12,12,2,2006
2/13/2006,436,2006-02-13,13,2,2006
2/14/2006,372,2006-02-14,14,2,2006
2/15/2006,359,2006-02-15,15,2,2006
2/16/2006,339,2006-02-16,16,2,2006
2/17/2006,283,2006-02-17,17,2,2006
2/18/2006,61,2006-02-18,18,2,2006
2/19/2006,53,2006-02-19,19,2,2006
2/20/2006,541,2006-02-20,20,2,2006
2/21/2006,387,2006-02-21,21,2,2006
2/22/2006,375,2006-02-22,22,2,2006
2/23/2006,421,2006-02-23,23,2,2006
2/24/2006,416,2006-02-24,24,2,2006
2/25/2006,108,2006-02-25,25,2,2006
2/26/2006,74,2006-02-26,26,2,2006
2/27/2006,150,2006-02-27,27,2,2006
2/28/2006,86,2006-02-28,28,2,2006
3/1/2006,423,2006-03-01,1,3,2006
3/2/2006,760,2006-03-02,2,3,2006
3/3/2006,491,2006-03-03,3,3,2006
3/4/2006,119,2006-03-04,4,3,2006
3/5/2006,79,2006-03-05,5,3,2006
3/6/2006,729,2006-03-06,6,3,2006
3/7/2006,571,2006-03-07,7,3,2006
3/8/2006,544,2006-03-08,8,3,2006
3/9/2006,575,2006-03-09,9,3,2006
3/10/2006,587,2006-03-10,10,3,2006
3/11/2006,165,2006-03-11,11,3,2006
3/12/2006,171,2006-03-12,12,3,2006
3/13/2006,1055,2006-03-13,13,3,2006
3/14/2006,775,2006-03-14,14,3,2006
3/15/2006,837,2006-03-15,15,3,2006
3/16/2006,943,2006-03-16,16,3,2006
3/17/2006,857,2006-03-17,17,3,2006
3/18/2006,233,2006-03-18,18,3,2006
3/19/2006,186,2006-03-19,19,3,2006
3/20/2006,1460,2006-03-20,20,3,2006
3/21/2006,1141,2006-03-21,21,3,2006
3/22/2006,1087,2006-03-22,22,3,2006
3/23/2006,1120,2006-03-23,23,3,2006
3/24/2006,1237,2006-03-24,24,3,2006
3/25/2006,292,2006-03-25,25,3,2006
3/26/2006,281,2006-03-26,26,3,2006
3/27/2006,1558,2006-03-27,27,3,2006
3/28/2006,1434,2006-03-28,28,3,2006
3/29/2006,1408,2006-03-29,29,3,2006
3/30/2006,1361,2006-03-30,30,3,2006
3/31/2006,1418,2006-03-31,31,3,2006
4/1/2006,410,2006-04-01,1,4,2006
4/2/2006,367,2006-04-02,2,4,2006
4/3/2006,2072,2006-04-03,3,4,2006
4/4/2006,1675,2006-04-04,4,4,2006
4/5/2006,1550,2006-04-05,5,4,2006
4/6/2006,1489,2006-04-06,6,4,2006
4/7/2006,1540,2006-04-07,7,4,2006
4/8/2006,476,2006-04-08,8,4,2006
4/9/2006,364,2006-04-09,9,4,2006
4/10/2006,2212,2006-04-10,10,4,2006
4/11/2006,1841,2006-04-11,11,4,2006
4/12/2006,1728,2006-04-12,12,4,2006
4/13/2006,1037,2006-04-13,13,4,2006
4/14/2006,421,2006-04-14,14,4,2006
4/15/2006,444,2006-04-15,15,4,2006
4/16/2006,284,2006-04-16,16,4,2006
4/17/2006,2229,2006-04-17,17,4,2006
4/18/2006,1639,2006-04-18,18,4,2006
4/19/2006,1429,2006-04-19,19,4,2006
4/20/2006,1321,2006-04-20,20,4,2006
4/21/2006,444,2006-04-21,21,4,2006
4/22/2006,464,2006-04-22,22,4,2006
4/23/2006,327,2006-04-23,23,4,2006
4/24/2006,2303,2006-04-24,24,4,2006
4/25/2006,1825,2006-04-25,25,4,2006
4/26/2006,1649,2006-04-26,26,4,2006
4/27/2006,1622,2006-04-27,27,4,2006
4/28/2006,1533,2006-04-28,28,4,2006
4/29/2006,330,2006-04-29,29,4,2006
4/30/2006,348,2006-04-30,30,4,2006
5/1/2006,394,2006-05-01,1,5,2006
5/2/2006,1926,2006-05-02,2,5,2006
5/3/2006,1377,2006-05-03,3,5,2006
5/4/2006,1333,2006-05-04,4,5,2006
5/5/2006,1146,2006-05-05,5,5,2006
5/6/2006,315,2006-05-06,6,5,2006
5/7/2006,291,2006-05-07,7,5,2006
5/8/2006,1547,2006-05-08,8,5,2006
5/9/2006,1169,2006-05-09,9,5,2006
5/10/2006,1092,2006-05-10,10,5,2006
5/11/2006,989,2006-05-11,11,5,2006
5/12/2006,908,2006-05-12,12,5,2006
5/13/2006,206,2006-05-13,13,5,2006
5/14/2006,155,2006-05-14,14,5,2006
5/15/2006,1015,2006-05-15,15,5,2006
5/16/2006,711,2006-05-16,16,5,2006
5/17/2006,746,2006-05-17,17,5,2006
5/18/2006,703,2006-05-18,18,5,2006
5/19/2006,612,2006-05-19,19,5,2006
5/20/2006,107,2006-05-20,20,5,2006
5/21/2006,92,2006-05-21,21,5,2006
5/22/2006,821,2006-05-22,22,5,2006
5/23/2006,568,2006-05-23,23,5,2006
5/24/2006,621,2006-05-24,24,5,2006
5/25/2006,500,2006-05-25,25,5,2006
5/26/2006,438,2006-05-26,26,5,2006
5/27/2006,113,2006-05-27,27,5,2006
5/28/2006,96,2006-05-28,28,5,2006
5/29/2006,738,2006-05-29,29,5,2006
5/30/2006,514,2006-05-30,30,5,2006
5/31/2006,478,2006-05-31,31,5,2006
6/1/2006,513,2006-06-01,1,6,2006
6/2/2006,425,2006-06-02,2,6,2006
6/3/2006,74,2006-06-03,3,6,2006
6/4/2006,51,2006-06-04,4,6,2006
6/5/2006,472,2006-06-05,5,6,2006
6/6/2006,352,2006-06-06,6,6,2006
6/7/2006,338,2006-06-07,7,6,2006
6/8/2006,365,2006-06-08,8,6,2006
6/9/2006,297,2006-06-09,9,6,2006
6/10/2006,70,2006-06-10,10,6,2006
6/11/2006,52,2006-06-11,11,6,2006
6/12/2006,352,2006-06-12,12,6,2006
6/13/2006,231,2006-06-13,13,6,2006
6/14/2006,290,2006-06-14,14,6,2006
6/15/2006,52,2006-06-15,15,6,2006
6/16/2006,102,2006-06-16,16,6,2006
6/17/2006,35,2006-06-17,17,6,2006
6/18/2006,32,2006-06-18,18,6,2006
6/19/2006,338,2006-06-19,19,6,2006
6/20/2006,248,2006-06-20,20,6,2006
6/21/2006,254,2006-06-21,21,6,2006
6/22/2006,174,2006-06-22,22,6,2006
6/23/2006,170,2006-06-23,23,6,2006
6/24/2006,22,2006-06-24,24,6,2006
6/25/2006,13,2006-06-25,25,6,2006
6/26/2006,223,2006-06-26,26,6,2006
6/27/2006,103,2006-06-27,27,6,2006
6/28/2006,145,2006-06-28,28,6,2006
6/29/2006,111,2006-06-29,29,6,2006
6/30/2006,113,2006-06-30,30,6,2006
7/1/2006,11,2006-07-01,1,7,2006
7/2/2006,20,2006-07-02,2,7,2006
7/3/2006,158,2006-07-03,3,7,2006
7/4/2006,106,2006-07-04,4,7,2006
7/5/2006,115,2006-07-05,5,7,2006
7/6/2006,103,2006-07-06,6,7,2006
7/7/2006,94,2006-07-07,7,7,2006
7/8/2006,18,2006-07-08,8,7,2006
7/9/2006,13,2006-07-09,9,7,2006
7/10/2006,139,2006-07-10,10,7,2006
7/11/2006,107,2006-07-11,11,7,2006
7/12/2006,115,2006-07-12,12,7,2006
7/13/2006,89,2006-07-13,13,7,2006
7/14/2006,77,2006-07-14,14,7,2006
7/15/2006,9,2006-07-15,15,7,2006
7/16/2006,6,2006-07-16,16,7,2006
7/17/2006,107,2006-07-17,17,7,2006
7/18/2006,80,2006-07-18,18,7,2006
7/19/2006,61,2006-07-19,19,7,2006
7/20/2006,69,2006-07-20,20,7,2006
7/21/2006,70,2006-07-21,21,7,2006
7/22/2006,19,2006-07-22,22,7,2006
7/23/2006,8,2006-07-23,23,7,2006
7/24/2006,89,2006-07-24,24,7,2006
7/25/2006,65,2006-07-25,25,7,2006
7/26/2006,64,2006-07-26,26,7,2006
7/27/2006,74,2006-07-27,27,7,2006
7/28/2006,62,2006-07-28,28,7,2006
7/29/2006,5,2006-07-29,29,7,2006
7/30/2006,10,2006-07-30,30,7,2006
7/31/2006,79,2006-07-31,31,7,2006
8/1/2006,56,2006-08-01,1,8,2006
8/2/2006,57,2006-08-02,2,8,2006
8/3/2006,60,2006-08-03,3,8,2006
8/4/2006,49,2006-08-04,4,8,2006
8/5/2006,14,2006-08-05,5,8,2006
8/6/2006,1,2006-08-06,6,8,2006
8/7/2006,85,2006-08-07,7,8,2006
8/8/2006,98,2006-08-08,8,8,2006
8/9/2006,80,2006-08-09,9,8,2006
8/10/2006,63,2006-08-10,10,8,2006
8/11/2006,56,2006-08-11,11,8,2006
8/12/2006,13,2006-08-12,12,8,2006
8/13/2006,11,2006-08-13,13,8,2006
8/14/2006,66,2006-08-14,14,8,2006
8/15/2006,53,2006-08-15,15,8,2006
8/16/2006,69,2006-08-16,16,8,2006
8/17/2006,59,2006-08-17,17,8,2006
8/18/2006,66,2006-08-18,18,8,2006
8/19/2006,13,2006-08-19,19,8,2006
8/20/2006,11,2006-08-20,20,8,2006
8/21/2006,65,2006-08-21,21,8,2006
8/22/2006,67,2006-08-22,22,8,2006
8/23/2006,40,2006-08-23,23,8,2006
8/24/2006,42,2006-08-24,24,8,2006
8/25/2006,41,2006-08-25,25,8,2006
8/26/2006,20,2006-08-26,26,8,2006
8/27/2006,6,2006-08-27,27,8,2006
8/28/2006,63,2006-08-28,28,8,2006
8/29/2006,47,2006-08-29,29,8,2006
8/30/2006,36,2006-08-30,30,8,2006
8/31/2006,57,2006-08-31,31,8,2006
9/1/2006,62,2006-09-01,1,9,2006
9/2/2006,7,2006-09-02,2,9,2006
9/3/2006,3,2006-09-03,3,9,2006
9/4/2006,66,2006-09-04,4,9,2006
9/5/2006,49,2006-09-05,5,9,2006
9/6/2006,40,2006-09-06,6,9,2006
9/7/2006,4,2006-09-07,7,9,2006
9/8/2006,14,2006-09-08,8,9,2006
9/9/2006,8,2006-09-09,9,9,2006
9/10/2006,4,2006-09-10,10,9,2006
9/11/2006,115,2006-09-11,11,9,2006
9/12/2006,80,2006-09-12,12,9,2006
9/13/2006,56,2006-09-13,13,9,2006
9/14/2006,46,2006-09-14,14,9,2006
9/15/2006,45,2006-09-15,15,9,2006
9/16/2006,6,2006-09-16,16,9,2006
9/17/2006,9,2006-09-17,17,9,2006
9/18/2006,62,2006-09-18,18,9,2006
9/19/2006,38,2006-09-19,19,9,2006
9/20/2006,55,2006-09-20,20,9,2006
9/21/2006,45,2006-09-21,21,9,2006
9/22/2006,50,2006-09-22,22,9,2006
9/23/2006,4,2006-09-23,23,9,2006
9/24/2006,3,2006-09-24,24,9,2006
9/25/2006,72,2006-09-25,25,9,2006
9/26/2006,44,2006-09-26,26,9,2006
9/27/2006,66,2006-09-27,27,9,2006
9/28/2006,57,2006-09-28,28,9,2006
9/29/2006,41,2006-09-29,29,9,2006
9/30/2006,5,2006-09-30,30,9,2006
10/1/2006,4,2006-10-01,1,10,2006
10/2/2006,61,2006-10-02,2,10,2006
10/3/2006,55,2006-10-03,3,10,2006
10/4/2006,61,2006-10-04,4,10,2006
10/5/2006,54,2006-10-05,5,10,2006
10/6/2006,37,2006-10-06,6,10,2006
10/7/2006,4,2006-10-07,7,10,2006
10/8/2006,5,2006-10-08,8,10,2006
10/9/2006,61,2006-10-09,9,10,2006
10/10/2006,63,2006-10-10,10,10,2006
10/11/2006,50,2006-10-11,11,10,2006
10/12/2006,7,2006-10-12,12,10,2006
10/13/2006,21,2006-10-13,13,10,2006
10/14/2006,8,2006-10-14,14,10,2006
10/15/2006,5,2006-10-15,15,10,2006
10/16/2006,93,2006-10-16,16,10,2006
10/17/2006,55,2006-10-17,17,10,2006
10/18/2006,64,2006-10-18,18,10,2006
10/19/2006,62,2006-10-19,19,10,2006
10/20/2006,61,2006-10-20,20,10,2006
10/21/2006,6,2006-10-21,21,10,2006
10/22/2006,3,2006-10-22,22,10,2006
10/23/2006,74,2006-10-23,23,10,2006
10/24/2006,38,2006-10-24,24,10,2006
10/25/2006,83,2006-10-25,25,10,2006
10/26/2006,68,2006-10-26,26,10,2006
10/27/2006,58,2006-10-27,27,10,2006
10/28/2006,10,2006-10-28,28,10,2006
10/29/2006,6,2006-10-29,29,10,2006
10/30/2006,89,2006-10-30,30,10,2006
10/31/2006,72,2006-10-31,31,10,2006
11/1/2006,70,2006-11-01,1,11,2006
11/2/2006,3,2006-11-02,2,11,2006
11/3/2006,13,2006-11-03,3,11,2006
11/4/2006,9,2006-11-04,4,11,2006
11/5/2006,7,2006-11-05,5,11,2006
11/6/2006,86,2006-11-06,6,11,2006
11/7/2006,70,2006-11-07,7,11,2006
11/8/2006,59,2006-11-08,8,11,2006
11/9/2006,71,2006-11-09,9,11,2006
11/10/2006,59,2006-11-10,10,11,2006
11/11/2006,8,2006-11-11,11,11,2006
11/12/2006,3,2006-11-12,12,11,2006
11/13/2006,86,2006-11-13,13,11,2006
11/14/2006,61,2006-11-14,14,11,2006
11/15/2006,14,2006-11-15,15,11,2006
11/16/2006,94,2006-11-16,16,11,2006
11/17/2006,81,2006-11-17,17,11,2006
11/18/2006,14,2006-11-18,18,11,2006
11/19/2006,8,2006-11-19,19,11,2006
11/20/2006,95,2006-11-20,20,11,2006
11/21/2006,97,2006-11-21,21,11,2006
11/22/2006,83,2006-11-22,22,11,2006
11/23/2006,102,2006-11-23,23,11,2006
11/24/2006,82,2006-11-24,24,11,2006
11/25/2006,15,2006-11-25,25,11,2006
